source_id,random_index
5414040476886032512,26027676
5414051948737880192,250046427
6326948381373607040,517927857
1974075030626551552,964625971
5414082735064332032,408537692
5414090156767731840,1454716027
5768990210743282560,1431290591
236269002811796608,140078620
495761585285669888,1235814780
6326694325468024832,996748241
495742648772328576,317030149
2928571520055442560,63943077
5768994780588594560,581585531
219969361404937600,1428103620
2128577408122194944,1529707863
2128603731983155072,436618524
2128590636624695936,159906090
684838896195111296,1491238589
5804205987634827648,244109463
3219644546079385216,415608545
4690585426656351616,1293493965
5634119583294771072,983624400
4318704274597680640,874686675
5953510806186385280,657136594
4575654610069401600,396317142
965356541875603200,469851520
2663037640877717248,569255201
2663164290873205760,1143805474
5618115641790759040,1067385321
5618137425879223424,17518161
4575544491403991424,562917543
6704788645952402816,555617082
4575670930944140160,1260855183
4415625777887603840,183007124
3149491963312162176,358969733
965457142893264384,338944239
4724688669569608448,784332214
2724160626137536128,24907515
4724625722529284096,1596178838
2297331002508709120,188976115
3149587960124034304,478228113
2118649750133781376,498950674
2118602402411678208,385870336
2118526634894572928,659182389
5618115740578080128,98687319
2118702625474276864,386408980
467663904937701376,1034531273
2297450917995415936,340996274
467644388605790848,181289046
2297252185564135168,1637746075
3479190553646756480,770192191
3479221103751011072,1130486102
2771071908211662464,143294983
2771212714419476352,239570798
2771089122440690560,1239878601
5236283772049398784,1625662480
1980960004936445696,270213927
4886799427018530176,323318628
4886762971336523904,1686499737
4886984591648263168,312551017
4887120896730776704,1003764331
4886862752016048512,507735329
4887047298171160832,1055006913
4886933739235545600,1538562932
5431183542490422528,970463647
3121514988727330048,1521236292
5595778543385272320,1376005479
3086491282775214336,314085175
3514954334004083200,1502376666
6645059910158550144,621627530
3514991756054578688,1117810414
6703964630709337216,641445248
482963677957212160,1474243573
482964262072764160,1099286647
5567651730273103360,1114859724
6645096056601599744,800543895
2171565563990384640,1417939594
943505084007334016,268973056
943449283792329600,175054101
3515054217763325056,1553236350
5567549097734962688,909382564
3515151009147024512,994143134
3515086172319775872,207323445
943429565599232128,636859176
3061364452782877184,722085811
482831942720970624,575697446
4076621058648971008,249636345
943460141469623552,1014171735
315896390809637248,236461976
6294791518847636736,929899695
315733972325945856,625679006
816091271398929792,1235041760
2574761734934286848,666796999
3064737135979683712,570671911
6163275256556622336,1640279773
816109344620833536,1441011489
2574848772446200960,97500554
315720881266535168,551347528
5975317695158795776,850501135
315829080081688448,1383351584
768892879350300928,1450108581
2574776647060444032,72838735
6818414995064728704,1129206766
1232101322652930304,435242473
768732385012938624,1045095539
315994865819408128,270180993
315913987290771584,500489352
6163283464239898496,1255835563
6295058184777167232,1474847321
1232053429473003008,522528664
907977733010421376,1351814192
2574937072678751488,1040652991
3064647976755572224,253209789
6754936894558275072,1618970701
816110001752130688,1488833876
908160870415756672,776835317
1232045934759720192,1250619007
2574973189059273216,52868239
908048587085834752,1311411948
6294924761617212800,1185362184
6163306828862584960,1092664432
1116888034663743616,1639163334
3064719097118036224,1442785219
6601481320840076416,794031750
6601520211769020288,541886786
2023093634146706944,616727269
3243781201425852672,227323465
4464464160248224640,1674809088
3881230901648898560,50656122
1116841030542068736,1012026932
3243845312401676416,209343927
4646960550470545920,246199703
3243735464318376320,124565109
1117046158180159488,1584661304
636095892172507264,1351010167
3243686609067382528,1499514550
1117287500981811200,422512956
4464364070329887616,209669980
4464462648418966656,588898175
636214536349128960,717136461
1117133225756814208,617581366
3243766220578958720,864758349
286032181826704896,525478763
636051400606360576,1659463010
1117260425507950976,642951993
636033086865795072,989361500
636092524918137216,1427704933
635952440264713216,1162838477
636021541993799552,1581263663
5947727027114007808,997054592
5422827288478077696,956515173
635978381867250048,156286600
636063422219934720,1058565475
4647119120663209344,1412399181
635982127078736640,499964848
636060329843129216,1410127198
6699206287978639360,360515367
1864564359690185088,203276122
444163836759253248,122654252
4911106399293547392,131394621
4647118948864487296,1428742208
286013043452482048,1460237406
4911122514010264192,67801378
4646759923958221440,1310149578
4911149348966209152,550805356
6699203333041133824,47031908
286008164369625984,642030694
4646813873041815936,851309578
6699268895718983040,361962092
6699312768807910016,837020232
6699227247423304064,652865221
1864554434031877376,1379002547
3112423676831063552,783335750
986561856272291968,1021601339
5156488571087770240,1605442498
1364258222266085760,1547589939
5156763345915314304,1068883389
5156318279929076992,1645427197
5156252481029828096,1616954458
1364295708739905536,602391143
5156443143217905152,1250910880
5156698264275321728,554521318
854100945990370688,375700026
854139463257305216,1294793448
854072904147710464,1117300794
6175458390853063808,515357219
6175525529783138432,166135097
6175565730676434944,31002861
6175541438341570560,1189276768
6445558507458974336,710325002
6445454225652618112,93892522
1842688167106092928,1456699956
6445592317441362048,75833243
6445538857984558080,1310598881
1842670231320998016,1168812443
6445457008790989312,1631636934
6740325308438714240,549756442
6740376302588002688,563096276
2846462744764360064,1191722685
2846539534484165888,595394060
2846574169099979648,898962335
986381639443568000,844451043
986511965931564672,1277916154
6740364963874225664,1274384538
2846579563579214464,923305963
2069970964462115072,707031912
2846564277791381888,450029701
986315703106777088,194788232
986383460511639040,299592129
2982179102817056512,154090710
3112396743097307520,805192511
986439947919661696,96147245
2226242834129965056,141726505
986580964582650752,196990232
2286742842972562048,801998741
2286666117676434560,60796712
2226193837146552448,1053355007
6881788886784221312,883898344
6881717143651569664,1548615698
2226267607501444608,297754067
3140814819408497152,390684321
5827557213731539328,1623599077
2468135362175699840,1080147926
2982134027137540736,82292995
2982282323768315136,675436101
2982173364741833856,1585898849
5891565283133899008,530005301
1148877088523128576,787695298
1148879081387975552,419565963
5310905049270223872,1668836764
1148933094897098112,49644123
921098999833969920,429337090
921153593162222720,918647366
2286735386910397184,355392242
1717198710298353792,877557034
1717363529666904320,1073993922
5279896480589156352,747787607
1148758581786322944,663530220
3106934025733892096,1199848063
921142705421100288,1299384271
5989622444534133760,170314999
5671750918506297472,1368283184
1717425308476583040,108779098
5192039935247854976,225109652
921281480108851200,800205306
5671831595171970816,939529844
5723691328112918528,1034619422
2196335125717830528,823263755
1717061060889964288,670876650
5671773935235249280,1189150086
921092127886511360,1669789383
274625087991253504,1682037624
3190183892222363520,11982220
5671878015177884032,1190709853
5723785645594146560,478383005
3190651970641927808,1246506559
1717117926257090560,1361847363
1998346200050255872,1455268169
5723782316994541184,1588812132
1717341818608187648,574050273
5192015166172856064,1200659896
6720813310676120448,839219321
1717196335180079104,1407392773
5758717443539547520,583559019
228544074635838720,1505227206
5758646383305339520,1056680563
5723839143706119936,1128882282
5723801313633444992,1547565655
1998388982223624320,208983101
5191877177463084288,1084277740
1857046929971122432,9393118
4323140808305066112,538024402
5279875727318679552,714789579
2333654949680388736,674037100
2333736283476595072,845576745
4259214132805257216,1342151584
1846398537813309696,146538495
1846405001739893376,1346937803
6768570701299489024,1132780040
3190591016466306816,970330410
3190286005069081088,145977089
3190322361966656768,146578713
3190556931605441152,384069713
3190161897694176000,1377474188
6691626156035955584,1485659281
6691722500741474816,208984288
6691667349064387968,629200445
5219183407003617280,1542460746
3968655712577545856,1506676084
3968414575933616000,936214368
3968635204109066880,550965059
394422652271814144,142787911
6695803299490699904,1516012885
3897445571422443904,693749840
3897443612917355008,144497446
3897143029630927104,1146277764
3897411482266572800,1354400641
3897219651847198720,563780808
5580200495138507520,1309201011
5580170941466739456,534114325
5580214784492862336,185779393
5476483421554692864,1401226828
5417072341540526208,735307610
6768540700951911936,469366
3169246923087640192,514781493
4190056401905259520,1391047684
6783064631079484160,915692093
4464661728744046848,1274198038
4464602801792401152,1683792017
5219165716037370880,1041982039
2628388456073694848,1002107508
5219215228420645248,154145206
6768514591849894400,1331674913
5341941307584793728,929558361
3418344237298097408,1543315230
4995726635232922240,691844773
4995777560660734848,1219886168
4995711418163685504,543450920
5341963194750109824,1267839501
2133349941422444800,400772202
2133416500533630720,1024411079
5751567521288585984,706767375
5751636103326865280,428027859
5751507980157690368,1175901615
5751637890033251840,865686414
5580258352639810432,877751726
5751630227811468416,1236050311
1900574258849995648,695908053
6724274981300906368,224186481
1900614872062137728,1006273809
4361290906838002432,120609218
4361236992111783168,1593230920
3703964407204120320,1080121533
3704109057406299520,794663719
4622012425477079552,504093098
4622012425477079680,607476619
5003144941401554944,47588323
4622125812614413696,385425784
5003029866342589184,1232608220
5003118862360177152,207672782
5003024029481838336,984437634
5002666860002218240,1637399441
5002833775316012032,1385003782
6372854263144726272,962186991
5002740213748024320,744625099
5003048905932510208,139059731
5003112505809923456,1483949952
932456061595701248,1142344007
932463066686230400,608026904
932504337028108928,369954735
6011432627749466496,1050621016
1900697541591219200,1089708878
1656621215949879936,905404751
6372773002362260608,804656489
1656581122431132160,803949441
6318887655472922368,1685971373
5060502958330979840,1018157511
1297501751742483328,21327136
5060591743894776448,142262263
6195972838285944320,1438669460
5060880159536662400,770627788
5060634040730694656,1409966129
1656509409360922880,885089530
4622031465068958848,448096563
2240605346504273280,1025457153
2240564488476940160,1296128851
769043546803129216,373686785
2240566069025069184,1473621361
6319018188118725376,336172996
5242741440064421376,889465636
6195819147176277248,286639954
5242736457901903232,1032367840
1970506879167911936,265855633
2240544903425900416,579964396
1970514605812778624,974339672
1970518522822267776,953081529
5242743089331982592,103254697
4298597887696754176,18757274
1970510963680036096,246286321
2961980180861702400,21929938
1200329357917460096,1194414479
2961777389686487040,49815680
1200546683262481152,1411336660
3097756127294671488,1330400028
2961970422695878400,1191513136
1200428928142394496,1371112384
1200349144830750464,156824571
3932223532230002944,997254557
3231933547023562496,243890810
5973124989801823872,946571987
1200365225187205888,581293302
2961758255609987840,1062099061
279419474083511808,236887769
1200416902234462464,1312002590
2961952628649921280,938915198
5258971232422958336,462508277
6834079084390372096,375551614
5640600895105548544,1184263413
2110178764660326528,1515838688
3231889841436969856,1537429305
2961952628646749184,675804799
5627863941950222336,1104251990
3932576170520381312,240393842
3231842424997587200,657593026
3097618688340896768,60542206
5258965009008780672,958994042
3097673453466545664,1037863147
3231916676392958464,846823576
3231809267850576640,1630127268
5258982463753419904,86986223
279481733930322432,1256428378
279512833789658752,10025034
2110098053632614912,284681704
3232033121546268544,659153334
5627880778220063232,1637183527
6017896935796225152,176310883
1964321881447344128,723491118
5558142329082225920,583429945
5627891193521919872,1490491617
5558083917528226176,548416583
5627867244778987008,993369381
6719691774451099392,1559981608
5889948966701125248,1045008351
4133715360213497984,224599138
1741515470802472576,309728008
6116140597530195840,1185997468
1741309484170637312,1000399354
6519536471570285696,149479632
6519669237601859584,1324476912
6519516950941685248,1067244648
6519720296173216512,257316491
6519474516664854912,1302530181
2489543330309291264,418790892
2489628336301810432,1399247698
6680996146335062144,972788063
2489395720872850048,901889451
2489316521675851392,1443440905
2489533370280291584,1574073856
2489275328645218560,1242813087
6680937008931046784,71454013
6680866227868812288,106725774
5016109970198956288,352765920
5015702910380248704,508745002
5015695316878047232,598648608
5015820416389163264,1452114342
3625686257412008832,54394482
2366252243924006016,931279782
5437184951833594496,464815798
1741383082731241344,1262643988
243816982633882240,510263265
1741417790361772160,173411095
1741390573154246400,557083535
6857049325404812672,770208641
1741304398930201984,104043444
886363258553805568,979917477
243791895730152320,1137309940
3599937546219453184,982578897
3788185486061750400,821770739
3788071063839435136,1180034244
6760084842359510528,326748629
3657568761722508672,1493290372
3657602880942801664,1520286556
6350537853591719168,1029725599
6350521670155537408,1124248150
3657684515386065152,1521717978
3359037675311682304,468498402
2216398184975245568,206626083
886229015056090368,145880376
2216385888483409536,1551256865
4844165932370959872,655846682
6738587255432246912,1391975206
4100221762133483904,5111730
3891115064506627840,594025710
3891091180192638336,1471013765
6063573878620789376,937290691
4662861382688994176,1603535825
4662927284675835008,515108685
3599875737346093696,128799399
3599586595852271232,1692633121
5863057420550886144,1522508779
636309815903316224,556507426
636607989713082880,333136258
636651837034002944,234478586
3788040071354798976,1499276951
3788039624678206848,1098942146
3788017050329793280,464066967
6350379214679644160,1649288224
6350490613247775616,1110254989
3788258294348343936,953133583
3787726470022324864,938418
6350532802710896768,409526529
6350426699838795904,513103256
4185410342504392960,1210016083
4311570303856524288,1020817825
2034920698439076224,1393211429
5199038979596160128,1081652631
4185430000573032960,1650516685
4844370755067765504,1668814299
4844201980032910208,1307330087
4844280144141030400,1023483712
4844487608241692544,1314008057
6378442393553608064,1157020652
6378621991906354176,489583964
3885315003230198016,1609653417
3885133957473332736,1247314375
413784674080237184,1313833377
854220964556656768,222128243
6378542483471004032,23561637
6378624710621173760,859301304
6378528155459968128,1152338738
77206538271911040,1685649121
77266770893228288,459035891
2692675462136681216,1067053929
6378549870814847616,823766245
6378515687171122816,250938568
769543893313272576,437033579
77504888175094272,1120216792
2692698685025119360,559026798
6705552153700215936,1547067898
4221305346994281856,196864295
1013314902617375104,1600808702
2676566272464334720,700784461
1776071953032373888,903305920
1776027972567260416,192161512
4221309397147807360,1412904568
2676589259128900736,1460848290
2676627295359795072,620803518
2676567307551465088,1383323237
2092437083694796800,602317690
505560497340295296,38432722
2724432072365547008,339791786
2724466530887763840,1598864268
5454089019693077120,1027261574
6121076133428363520,1518185705
4298663613580570624,120144573
3154152926244428672,659750251
505576268454914304,1176348828
6655455414639845120,1528955900
685344873406428160,1099830629
685295640197734528,666229446
685319378480168064,1062360637
2092395955083533312,917141445
2092411172151928576,881987204
685402357248747648,1583779766
2092381038659785856,1406040124
2092453198412322176,1583095945
6438621173202199808,1314568515
685230940810138496,569004973
4944452903336560000,207489245
685268113751168768,773170078
3558687821315996288,933602520
4383017286665246080,218733006
685345771055808768,1371847302
4944300792774914560,146333756
6438672957622838656,1221712121
6438680512471602048,1472382260
4944378892460408832,608484912
3558785506052160640,1278857145
5659871481347046528,1153499958
5659897221086460928,1472834287
5454286377734329088,1327033855
6061133684385429760,239813921
5659745076163832576,1170675694
4793376672785117312,540892439
4793398216341680000,694429729
3447325916402129664,549185383
6106551550466617216,111205675
3447263660849856512,789684180
5710572745647453440,758552969
5710571680495418496,1372024225
5710564396230491264,1469690944
921409680588637568,92438443
921374594999570816,379621365
921482450218605440,361627199
3125959837500695168,1407562671
6417379471845307776,1562658253
488393891008410880,359930247
4209714737799450112,20317806
6417309000019659392,1063986148
6417391940132434560,631309682
4761685522153733760,762827511
4761606146861982208,302743120
3073433998077921408,1176940843
4761701220258394112,145712724
4761535056563994752,122744210
316008884592906880,1474654017
4793603034741819776,1532428296
4793370694190849408,1392501453
4761609342317534848,764127170
4761575635413936640,249389506
4793610628244950528,692060304
4464802294433742976,1381984005
5519634614382763904,1101387036
4793606333276798208,1018966551
5322348487094761728,1522673909
5519644716146319872,1384498257
709583023124944896,21911744
6295308766053946624,1426406832
2198886744312245376,1118078787
709393975844796288,1021334436
709570619259395712,988690228
1262772302588705792,528376823
4724963581836647552,1154916538
4725106591363574144,600991782
4725068967448741248,1102032855
6652309883673792256,900192115
5811297597115455488,753168569
5811258637473782016,1117409356
6149374607789798528,1421335913
6149368663553787776,295366388
6295210157899795200,468719838
4464716326367334528,734242902
5811303919307969024,1166706946
561842573413929472,1162449744
561938815042266624,676987786
4319633778524723840,1552219551
581069149132840064,1189396915
3434609965640490368,346992630
4725267768600062720,939376800
4725065114863282688,947321037
4725208704209795712,1431995087
4415743391271417728,1058009481
6149425254042574720,1257835797
4724942901569877376,98102427
4725152392894633984,126342403
6149402031154228480,203496408
4415799779897925760,1312140402
2748488111175592192,239346357
6149395945185511168,321257859
2748172207741104256,1375965458
6149480405717250688,1492034632
6149314478246925056,1045314887
2748286797468611712,1366754877
6149486624832398336,1298158876
2334259513571533312,1048517232
2087696401871616128,1513471177
6327053178575915008,54220928
6033156748430898048,194029465
6337151613057104128,209400172
5867125373034512128,1329277948
908380536518648192,485896275
908455372028740608,884219364
6337161371222804352,137029948
6337207615134962816,1046420303
6791227817721514240,552455953
908237286473825664,1351624232
5692342396176993536,833327616
6337367113040333312,475965908
908364559240386944,222240899
6791455897664565888,688955322
3704301884257955840,124589370
4052865663271987200,1657989470
2136372022149152384,1268123683
2136383532661247744,1631128307
3704392873140270336,1431473280
2136289210882251136,314893560
5692264468290440832,409760435
5692161045478152320,311993420
6791195970539716480,196604944
6030844234968554368,1089527852
4093340502968374528,1235164330
1963078922211755520,254825838
6019635499888063232,1111347823
6756320556922967680,604093064
5702033663463430784,1108555259
6706717326799895040,979499492
2297549843979149440,15756021
2297570696044096128,476190874
340111420721666048,687134456
1864654970613645696,618084763
1814179548585526272,1622975378
474605980837938816,790206450
1750980483506496128,906713899
1750933445025610496,889541063
5442448726312198912,365226776
5442516453653405440,61715946
5442514593929961472,1499939323
1595716552467423744,646922798
1814161853317518464,228925661
1595763286007151616,1619831587
3515216052130817280,579018063
2297661096514944000,570812937
1814127356142644224,1116110958
425296560823372288,651228931
5587869485661857408,421583987
5733617311064323968,140052589
5778119357003482624,877417922
4265556047160494720,1454337387
5733538038853687808,1440399497
4242366732759680384,902578881
425296324610857344,1213413765
5996622481002024960,1271350931
5587839347879547392,758922367
425294018202657280,215615729
816553070578305408,190430296
2188884521396177536,1491413154
6711204674260390656,1007620654
4647229797674894208,1678699132
4647289205662161536,673026124
2053170598587740800,1465110685
4647196503089308416,605990820
2141423483506682880,1496061353
2530339266148657536,573957315
2141484918718857216,1180487845
2141442175204587264,1039060443
2530119196321115776,67855881
4647474022400526592,901671443
4647340637898876160,459664442
4647201824553085696,908271301
4647352285850245120,223671278
5737481471665588480,229860362
2530342599043285760,971312478
2188860027203347968,1016001023
5737326612324594304,791960136
5737483292731857920,1468299919
2141405066686692608,817091554
2141441694168263296,1649972093
2141466403116486912,1524920142
3219778789578329728,304511505
2141461313579022720,1557732473
1089271498029921664,374093612
1089362757495335680,609698881
3135445805349406080,1515338351
1918987956177586176,618900133
1918820589891132544,1516955978
1918881127452771840,1161702621
1919008778179165056,614257009
2194177742173520128,1410063684
1918871541085613696,495463943
1918870785171369472,1471250339
6899309329695168384,686989123
5797389427862776704,381866804
4053910439795796864,332860966
3206246825095323776,658300482
3206206486762007680,1338448605
4269998215862147584,1095170899
3206179381225048320,306714255
1089608807581037312,455593435
1089581491589650432,1201827022
3135413060518941824,505115741
943713544541017088,741332339
3206292592266632576,112693002
1089540191183664768,968761673
3041908525809795584,450411823
1089430519194893824,1415088968
1089400763661597440,1168022967
3206369871613007104,1474738385
249002584412932480,1572812587
249051890638177664,994638474
2940953056074094080,178389447
1862291226786097792,962716030
2941045964804563968,1319433540
6024926594654779904,137253949
2941076437593649024,686800892
1754189163380230656,63267246
943646680488826368,991025211
2575142445130524672,1465490679
1232467807917639552,1341698268
2575198412851663872,563468679
1232586280295463424,850228360
2575256583886373504,1074480416
5591900776328831488,1236395141
2575263700647250944,1022947470
1232612836078207872,187607009
1232390081893894144,202129747
3118819849506267904,115240281
5591908262457245696,727409140
3118813900974261376,1628609978
1976304741419405056,416491828
6464112422579118336,1562901394
5890342656265783424,114060710
3902359318951097088,984062105
3902341417527355008,806143343
855892153511070080,897221627
3902183809407583872,1494566209
266049206532585472,189075590
855974681306507392,1685842935
856109612003643648,1029799593
855933071663779072,170028312
2212198291072812288,1044169831
856038762218677248,461277383
4375344963246176384,455685338
167242010714869504,1285525814
2743187709215714560,1402902362
513932110148620672,67300681
2212178023121897728,1070014350
5890340599024327040,917605268
5719920621704078976,1265773743
6416466735457358464,577265039
1815387916163098880,531061532
167042067100096512,589845787
167146314545868800,749808105
6416500373640897792,1210359332
6096078289894698752,943064771
6416411003961044224,1396237096
167136796898294272,1170453223
6416495601935497984,1436685547
5719922855087257728,124573283
1815425638854807552,1432984145
266045122017356672,1181634629
513936954870952064,1393761422
4082562780757331584,931971135
5804302710298265088,899689630
5804314362547236864,7896452
4911617706559608064,962901110
2334471130905741568,595615816
2334545730192266496,1100448654
2334488830465379968,946902488
6725257399253067392,513132127
769793104496098816,536092153
769968957636497024,1555826507
770017233068995840,473014698
4887433712085005056,25154347
4887153126165424128,698620072
4887293691855032192,391064174
4887474389719421056,625435393
4887275893510239488,80551636
4887244969746468352,1355487534
5940110989239382144,236049011
1854632196277874048,1027757341
5940101192423830656,62139851
1818426279108813312,316147934
1818434143188064640,115769732
6163444164737538944,1539468484
4911701033221628288,1593526222
5946070063093472896,1229570815
2000383324517075328,481214559
4911567610061695616,575074983
4911748823321171712,200832434
4911812663715812352,632713333
4071650437114107776,1575124634
3753527638309293184,485897318
3753336185847639424,1035177164
3753415866079897216,173388736
3130310158333025536,1251032907
3753527780043399808,753931686
3130431688724650240,175418054
5239404701443778048,1369201823
4259236019955941888,469105909
1879859670237812480,100221872
3479422069564315392,1368904508
77812991948536320,1439572668
3058471019217471744,411656871
77983343236811264,704294443
77708843286683904,999382642
3479403137348978816,1018773573
77986298173874176,606645050
457309121040715264,1354459144
3058508269471740032,510731819
5306108773389613952,893574528
1879717485343894784,64040117
6037654747414214400,32079104
1879847399514610944,1679655210
1943696211540433792,1088756094
1879731813355212672,807475132
1943728097375372160,1446844021
1879862208562007552,956073643
6267830046329897856,718617375
6267874099816055424,14113111
2872118882230389632,773273309
2872194473655307648,1265012363
6783415757542238336,336766572
3479336101499625344,146323153
3479391798635640320,323947923
464455255129271552,198491458
5053532153393376896,353686510
464440484744163200,412434081
5053685814439584512,611369399
5053871872421178624,1523459978
5053612452102176640,1241175467
5053839127592396032,123556990
4416318951248735616,12699976
6475414474399847552,1352710418
4416382585484863360,1535827972
4416438420059253248,1284191065
6414762874686188672,847718713
